month,day,slp,maxtemp,avgtemp,mintemp,dewtemp,rh,cld,rf,sunhr,prewd,avgws,year
2,16,1014.1,24.7,21.6,19.9,19.5,88,56,  0.0,7.2,030,9.0,2002
2,17,1013.2,23.6,20.6,18.4,18.7,89,47,Trace,7.6,070,12.0,2002
2,18,1014.0,20.5,19.6,18.8,18.0,90,92,  1.9,0.2,040,25.6,2002
2,19,1017.4,19.6,17.5,16.8,15.6,89,92,  0.5,0.0,030,22.8,2002
2,20,1020.0,17.5,15.8,12.2,12.5,80,93,  0.0,0.0,010,23.9,2002
2,21,1022.3,15.7,12.9, 9.5, 4.4,57, 4,  0.0,9.9,360,29.0,2002
2,22,1023.0,16.6,14.3,11.7, 6.3,59,45,  0.0,8.5,010,22.4,2002
2,23,1023.1,17.0,15.8,14.2, 8.8,63,60,  0.0,7.5,070,32.0,2002
2,24,1020.0,17.2,16.3,15.5,11.9,76,92,  0.0,0.0,070,39.6,2002
2,25,1016.0,18.0,16.5,14.7,14.5,88,100,  0.2,0.0,070,25.4,2002
2,26,1017.6,15.5,14.2,12.4,11.6,85,95, 13.7,0.2,360,20.0,2002
3,01,1020.9,22.5,18.9,16.4,11.5,63,23,  0.0,8.6,040,7.2,2002
3,02,1025.4,20.0,18.1,16.4, 7.6,51, 8,  0.0,9.0,050,21.7,2002
3,03,1025.7,18.8,16.4,14.3, 7.4,55,14,  0.0,9.2,020,17.0,2002
3,04,1024.6,19.8,16.9,14.7,10.4,66, 7,  0.0,9.4,040,10.5,2002
3,05,1021.8,21.2,18.0,15.0, 8.4,55,15,  0.0,9.4,020,4.9,2002
3,06,1022.3,20.8,18.5,16.8,13.5,73,18,  0.0,9.7,040,15.6,2002
3,07,1023.2,22.2,19.2,16.5,13.2,69, 6,  0.0,8.3,070,4.1,2002
3,08,1025.1,19.8,18.3,17.3,11.2,64, 8,  0.0,8.6,060,28.5,2002
3,09,1024.7,17.8,17.0,15.7,12.5,75,32,  0.0,9.0,060,30.1,2002
3,10,1021.2,20.8,18.1,16.0,15.1,82,57,  0.0,8.9, 090#, 2.5#,2002
3,11,1017.8,22.0,19.2,16.9,15.8,81,18,  0.0,8.4,220,4.5,2002
3,12,1017.8,22.1,20.2,18.6,17.4,84,84,  0.0,1.6,030,13.4,2002
3,13,1016.9,23.7,21.5,19.7,17.8,80,82,  0.0,5.1,040,18.3,2002
3,14,1014.7,22.7,21.2,20.0,18.4,84,89,  1.7,0.4,040,18.5,2002
3,15,1014.3,20.2,19.7,18.9,18.5,93,98,  1.0,0.0, 030#, 23.6#,2002
3,16,1014.1,24.7,21.6,19.9,19.5,88,56,  0.0,7.2,030,9.0,2002
3,17,1013.2,23.6,20.6,18.4,18.7,89,47,Trace,7.6,070,12.0,2002
3,18,1014.0,20.5,19.6,18.8,18.0,90,92,  1.9,0.2,040,25.6,2002
3,19,1017.4,19.6,17.5,16.8,15.6,89,92,  0.5,0.0,030,22.8,2002
3,20,1020.0,17.5,15.8,12.2,12.5,80,93,  0.0,0.0,010,23.9,2002
3,21,1022.3,15.7,12.9, 9.5, 4.4,57, 4,  0.0,9.9,360,29.0,2002
3,22,1023.0,16.6,14.3,11.7, 6.3,59,45,  0.0,8.5,010,22.4,2002
3,23,1023.1,17.0,15.8,14.2, 8.8,63,60,  0.0,7.5,070,32.0,2002
3,24,1020.0,17.2,16.3,15.5,11.9,76,92,  0.0,0.0,070,39.6,2002
3,25,1016.0,18.0,16.5,14.7,14.5,88,100,  0.2,0.0,070,25.4,2002
3,26,1017.6,15.5,14.2,12.4,11.6,85,95, 13.7,0.2,360,20.0,2002
3,27,1020.8,13.3,12.2,11.0,11.0,93,99,  6.0,0.0,010,23.3,2002
3,28,1023.4,13.4,12.6,11.5,10.0,84,96,Trace,0.0,010,22.1,2002
3,29,1025.6,15.8,13.8,11.9, 9.5,76,90,Trace,0.0,010,23.3,2002
4,01,1020.9,22.5,18.9,16.4,11.5,63,23,  0.0,8.6,040,7.2,2002
4,02,1025.4,20.0,18.1,16.4, 7.6,51, 8,  0.0,9.0,050,21.7,2002
4,03,1025.7,18.8,16.4,14.3, 7.4,55,14,  0.0,9.2,020,17.0,2002
4,04,1024.6,19.8,16.9,14.7,10.4,66, 7,  0.0,9.4,040,10.5,2002
4,05,1021.8,21.2,18.0,15.0, 8.4,55,15,  0.0,9.4,020,4.9,2002
4,06,1022.3,20.8,18.5,16.8,13.5,73,18,  0.0,9.7,040,15.6,2002
4,07,1023.2,22.2,19.2,16.5,13.2,69, 6,  0.0,8.3,070,4.1,2002
4,08,1025.1,19.8,18.3,17.3,11.2,64, 8,  0.0,8.6,060,28.5,2002
4,09,1024.7,17.8,17.0,15.7,12.5,75,32,  0.0,9.0,060,30.1,2002
4,10,1021.2,20.8,18.1,16.0,15.1,82,57,  0.0,8.9, 090#, 2.5#,2002
4,11,1017.8,22.0,19.2,16.9,15.8,81,18,  0.0,8.4,220,4.5,2002
4,12,1017.8,22.1,20.2,18.6,17.4,84,84,  0.0,1.6,030,13.4,2002
4,13,1016.9,23.7,21.5,19.7,17.8,80,82,  0.0,5.1,040,18.3,2002
4,14,1014.7,22.7,21.2,20.0,18.4,84,89,  1.7,0.4,040,18.5,2002
4,15,1014.3,20.2,19.7,18.9,18.5,93,98,  1.0,0.0, 030#, 23.6#,2002
4,16,1014.1,24.7,21.6,19.9,19.5,88,56,  0.0,7.2,030,9.0,2002
4,17,1013.2,23.6,20.6,18.4,18.7,89,47,Trace,7.6,070,12.0,2002
4,18,1014.0,20.5,19.6,18.8,18.0,90,92,  1.9,0.2,040,25.6,2002
4,19,1017.4,19.6,17.5,16.8,15.6,89,92,  0.5,0.0,030,22.8,2002
4,20,1020.0,17.5,15.8,12.2,12.5,80,93,  0.0,0.0,010,23.9,2002
4,21,1022.3,15.7,12.9, 9.5, 4.4,57, 4,  0.0,9.9,360,29.0,2002
4,22,1023.0,16.6,14.3,11.7, 6.3,59,45,  0.0,8.5,010,22.4,2002
4,23,1023.1,17.0,15.8,14.2, 8.8,63,60,  0.0,7.5,070,32.0,2002
4,24,1020.0,17.2,16.3,15.5,11.9,76,92,  0.0,0.0,070,39.6,2002
4,25,1016.0,18.0,16.5,14.7,14.5,88,100,  0.2,0.0,070,25.4,2002
4,26,1017.6,15.5,14.2,12.4,11.6,85,95, 13.7,0.2,360,20.0,2002
4,27,1020.8,13.3,12.2,11.0,11.0,93,99,  6.0,0.0,010,23.3,2002
4,28,1023.4,13.4,12.6,11.5,10.0,84,96,Trace,0.0,010,22.1,2002
5,01,1020.9,22.5,18.9,16.4,11.5,63,23,  0.0,8.6,040,7.2,2002
5,02,1025.4,20.0,18.1,16.4, 7.6,51, 8,  0.0,9.0,050,21.7,2002
5,03,1025.7,18.8,16.4,14.3, 7.4,55,14,  0.0,9.2,020,17.0,2002
5,04,1024.6,19.8,16.9,14.7,10.4,66, 7,  0.0,9.4,040,10.5,2002
5,05,1021.8,21.2,18.0,15.0, 8.4,55,15,  0.0,9.4,020,4.9,2002
5,06,1022.3,20.8,18.5,16.8,13.5,73,18,  0.0,9.7,040,15.6,2002
5,07,1023.2,22.2,19.2,16.5,13.2,69, 6,  0.0,8.3,070,4.1,2002
5,08,1025.1,19.8,18.3,17.3,11.2,64, 8,  0.0,8.6,060,28.5,2002
5,09,1024.7,17.8,17.0,15.7,12.5,75,32,  0.0,9.0,060,30.1,2002
5,10,1021.2,20.8,18.1,16.0,15.1,82,57,  0.0,8.9, 090#, 2.5#,2002
5,11,1017.8,22.0,19.2,16.9,15.8,81,18,  0.0,8.4,220,4.5,2002
5,12,1017.8,22.1,20.2,18.6,17.4,84,84,  0.0,1.6,030,13.4,2002
5,13,1016.9,23.7,21.5,19.7,17.8,80,82,  0.0,5.1,040,18.3,2002
5,14,1014.7,22.7,21.2,20.0,18.4,84,89,  1.7,0.4,040,18.5,2002
5,15,1014.3,20.2,19.7,18.9,18.5,93,98,  1.0,0.0, 030#, 23.6#,2002
5,16,1014.1,24.7,21.6,19.9,19.5,88,56,  0.0,7.2,030,9.0,2002
5,17,1013.2,23.6,20.6,18.4,18.7,89,47,Trace,7.6,070,12.0,2002
5,18,1014.0,20.5,19.6,18.8,18.0,90,92,  1.9,0.2,040,25.6,2002
5,19,1017.4,19.6,17.5,16.8,15.6,89,92,  0.5,0.0,030,22.8,2002
5,20,1020.0,17.5,15.8,12.2,12.5,80,93,  0.0,0.0,010,23.9,2002
5,21,1022.3,15.7,12.9, 9.5, 4.4,57, 4,  0.0,9.9,360,29.0,2002
5,22,1023.0,16.6,14.3,11.7, 6.3,59,45,  0.0,8.5,010,22.4,2002
5,23,1023.1,17.0,15.8,14.2, 8.8,63,60,  0.0,7.5,070,32.0,2002
5,24,1020.0,17.2,16.3,15.5,11.9,76,92,  0.0,0.0,070,39.6,2002
5,25,1016.0,18.0,16.5,14.7,14.5,88,100,  0.2,0.0,070,25.4,2002
5,26,1017.6,15.5,14.2,12.4,11.6,85,95, 13.7,0.2,360,20.0,2002
5,27,1020.8,13.3,12.2,11.0,11.0,93,99,  6.0,0.0,010,23.3,2002
5,28,1023.4,13.4,12.6,11.5,10.0,84,96,Trace,0.0,010,22.1,2002
5,29,1025.6,15.8,13.8,11.9, 9.5,76,90,Trace,0.0,010,23.3,2002
6,01,1020.9,22.5,18.9,16.4,11.5,63,23,  0.0,8.6,040,7.2,2002
6,02,1025.4,20.0,18.1,16.4, 7.6,51, 8,  0.0,9.0,050,21.7,2002
6,03,1025.7,18.8,16.4,14.3, 7.4,55,14,  0.0,9.2,020,17.0,2002
6,04,1024.6,19.8,16.9,14.7,10.4,66, 7,  0.0,9.4,040,10.5,2002
6,05,1021.8,21.2,18.0,15.0, 8.4,55,15,  0.0,9.4,020,4.9,2002
6,06,1022.3,20.8,18.5,16.8,13.5,73,18,  0.0,9.7,040,15.6,2002
6,07,1023.2,22.2,19.2,16.5,13.2,69, 6,  0.0,8.3,070,4.1,2002
6,08,1025.1,19.8,18.3,17.3,11.2,64, 8,  0.0,8.6,060,28.5,2002
6,09,1024.7,17.8,17.0,15.7,12.5,75,32,  0.0,9.0,060,30.1,2002
6,10,1021.2,20.8,18.1,16.0,15.1,82,57,  0.0,8.9, 090#, 2.5#,2002
6,11,1017.8,22.0,19.2,16.9,15.8,81,18,  0.0,8.4,220,4.5,2002
6,12,1017.8,22.1,20.2,18.6,17.4,84,84,  0.0,1.6,030,13.4,2002
6,13,1016.9,23.7,21.5,19.7,17.8,80,82,  0.0,5.1,040,18.3,2002
6,14,1014.7,22.7,21.2,20.0,18.4,84,89,  1.7,0.4,040,18.5,2002
6,15,1014.3,20.2,19.7,18.9,18.5,93,98,  1.0,0.0, 030#, 23.6#,2002
6,16,1014.1,24.7,21.6,19.9,19.5,88,56,  0.0,7.2,030,9.0,2002
6,17,1013.2,23.6,20.6,18.4,18.7,89,47,Trace,7.6,070,12.0,2002
6,18,1014.0,20.5,19.6,18.8,18.0,90,92,  1.9,0.2,040,25.6,2002
6,19,1017.4,19.6,17.5,16.8,15.6,89,92,  0.5,0.0,030,22.8,2002
6,20,1020.0,17.5,15.8,12.2,12.5,80,93,  0.0,0.0,010,23.9,2002
6,21,1022.3,15.7,12.9, 9.5, 4.4,57, 4,  0.0,9.9,360,29.0,2002
6,22,1023.0,16.6,14.3,11.7, 6.3,59,45,  0.0,8.5,010,22.4,2002
6,23,1023.1,17.0,15.8,14.2, 8.8,63,60,  0.0,7.5,070,32.0,2002
6,24,1020.0,17.2,16.3,15.5,11.9,76,92,  0.0,0.0,070,39.6,2002
6,25,1016.0,18.0,16.5,14.7,14.5,88,100,  0.2,0.0,070,25.4,2002
6,26,1017.6,15.5,14.2,12.4,11.6,85,95, 13.7,0.2,360,20.0,2002
6,27,1020.8,13.3,12.2,11.0,11.0,93,99,  6.0,0.0,010,23.3,2002
6,28,1023.4,13.4,12.6,11.5,10.0,84,96,Trace,0.0,010,22.1,2002
7,01,1020.9,22.5,18.9,16.4,11.5,63,23,  0.0,8.6,040,7.2,2002
7,02,1025.4,20.0,18.1,16.4, 7.6,51, 8,  0.0,9.0,050,21.7,2002
7,03,1025.7,18.8,16.4,14.3, 7.4,55,14,  0.0,9.2,020,17.0,2002
7,04,1024.6,19.8,16.9,14.7,10.4,66, 7,  0.0,9.4,040,10.5,2002
7,05,1021.8,21.2,18.0,15.0, 8.4,55,15,  0.0,9.4,020,4.9,2002
7,06,1022.3,20.8,18.5,16.8,13.5,73,18,  0.0,9.7,040,15.6,2002
7,07,1023.2,22.2,19.2,16.5,13.2,69, 6,  0.0,8.3,070,4.1,2002
7,08,1025.1,19.8,18.3,17.3,11.2,64, 8,  0.0,8.6,060,28.5,2002
7,09,1024.7,17.8,17.0,15.7,12.5,75,32,  0.0,9.0,060,30.1,2002
7,10,1021.2,20.8,18.1,16.0,15.1,82,57,  0.0,8.9, 090#, 2.5#,2002
7,11,1017.8,22.0,19.2,16.9,15.8,81,18,  0.0,8.4,220,4.5,2002
7,12,1017.8,22.1,20.2,18.6,17.4,84,84,  0.0,1.6,030,13.4,2002
7,13,1016.9,23.7,21.5,19.7,17.8,80,82,  0.0,5.1,040,18.3,2002
7,14,1014.7,22.7,21.2,20.0,18.4,84,89,  1.7,0.4,040,18.5,2002
7,15,1014.3,20.2,19.7,18.9,18.5,93,98,  1.0,0.0, 030#, 23.6#,2002
7,16,1014.1,24.7,21.6,19.9,19.5,88,56,  0.0,7.2,030,9.0,2002
7,17,1013.2,23.6,20.6,18.4,18.7,89,47,Trace,7.6,070,12.0,2002
7,18,1014.0,20.5,19.6,18.8,18.0,90,92,  1.9,0.2,040,25.6,2002
7,19,1017.4,19.6,17.5,16.8,15.6,89,92,  0.5,0.0,030,22.8,2002
7,20,1020.0,17.5,15.8,12.2,12.5,80,93,  0.0,0.0,010,23.9,2002
7,21,1022.3,15.7,12.9, 9.5, 4.4,57, 4,  0.0,9.9,360,29.0,2002
7,22,1023.0,16.6,14.3,11.7, 6.3,59,45,  0.0,8.5,010,22.4,2002
7,23,1023.1,17.0,15.8,14.2, 8.8,63,60,  0.0,7.5,070,32.0,2002
7,24,1020.0,17.2,16.3,15.5,11.9,76,92,  0.0,0.0,070,39.6,2002
7,25,1016.0,18.0,16.5,14.7,14.5,88,100,  0.2,0.0,070,25.4,2002
7,26,1017.6,15.5,14.2,12.4,11.6,85,95, 13.7,0.2,360,20.0,2002
7,27,1020.8,13.3,12.2,11.0,11.0,93,99,  6.0,0.0,010,23.3,2002
7,28,1023.4,13.4,12.6,11.5,10.0,84,96,Trace,0.0,010,22.1,2002
7,29,1025.6,15.8,13.8,11.9, 9.5,76,90,Trace,0.0,010,23.3,2002
8,01,1020.9,22.5,18.9,16.4,11.5,63,23,  0.0,8.6,040,7.2,2002
8,02,1025.4,20.0,18.1,16.4, 7.6,51, 8,  0.0,9.0,050,21.7,2002
8,03,1025.7,18.8,16.4,14.3, 7.4,55,14,  0.0,9.2,020,17.0,2002
8,04,1024.6,19.8,16.9,14.7,10.4,66, 7,  0.0,9.4,040,10.5,2002
8,05,1021.8,21.2,18.0,15.0, 8.4,55,15,  0.0,9.4,020,4.9,2002
8,06,1022.3,20.8,18.5,16.8,13.5,73,18,  0.0,9.7,040,15.6,2002
8,07,1023.2,22.2,19.2,16.5,13.2,69, 6,  0.0,8.3,070,4.1,2002
8,08,1025.1,19.8,18.3,17.3,11.2,64, 8,  0.0,8.6,060,28.5,2002
8,09,1024.7,17.8,17.0,15.7,12.5,75,32,  0.0,9.0,060,30.1,2002
8,10,1021.2,20.8,18.1,16.0,15.1,82,57,  0.0,8.9, 090#, 2.5#,2002
8,11,1017.8,22.0,19.2,16.9,15.8,81,18,  0.0,8.4,220,4.5,2002
8,12,1017.8,22.1,20.2,18.6,17.4,84,84,  0.0,1.6,030,13.4,2002
8,13,1016.9,23.7,21.5,19.7,17.8,80,82,  0.0,5.1,040,18.3,2002
8,14,1014.7,22.7,21.2,20.0,18.4,84,89,  1.7,0.4,040,18.5,2002
8,15,1014.3,20.2,19.7,18.9,18.5,93,98,  1.0,0.0, 030#, 23.6#,2002
8,16,1014.1,24.7,21.6,19.9,19.5,88,56,  0.0,7.2,030,9.0,2002
8,17,1013.2,23.6,20.6,18.4,18.7,89,47,Trace,7.6,070,12.0,2002
8,18,1014.0,20.5,19.6,18.8,18.0,90,92,  1.9,0.2,040,25.6,2002
8,19,1017.4,19.6,17.5,16.8,15.6,89,92,  0.5,0.0,030,22.8,2002
8,20,1020.0,17.5,15.8,12.2,12.5,80,93,  0.0,0.0,010,23.9,2002
8,21,1022.3,15.7,12.9, 9.5, 4.4,57, 4,  0.0,9.9,360,29.0,2002
8,22,1023.0,16.6,14.3,11.7, 6.3,59,45,  0.0,8.5,010,22.4,2002
8,23,1023.1,17.0,15.8,14.2, 8.8,63,60,  0.0,7.5,070,32.0,2002
8,24,1020.0,17.2,16.3,15.5,11.9,76,92,  0.0,0.0,070,39.6,2002
8,25,1016.0,18.0,16.5,14.7,14.5,88,100,  0.2,0.0,070,25.4,2002
8,26,1017.6,15.5,14.2,12.4,11.6,85,95, 13.7,0.2,360,20.0,2002
8,27,1020.8,13.3,12.2,11.0,11.0,93,99,  6.0,0.0,010,23.3,2002
8,28,1023.4,13.4,12.6,11.5,10.0,84,96,Trace,0.0,010,22.1,2002
8,29,1025.6,15.8,13.8,11.9, 9.5,76,90,Trace,0.0,010,23.3,2002
9,01,1020.9,22.5,18.9,16.4,11.5,63,23,  0.0,8.6,040,7.2,2002
9,02,1025.4,20.0,18.1,16.4, 7.6,51, 8,  0.0,9.0,050,21.7,2002
9,03,1025.7,18.8,16.4,14.3, 7.4,55,14,  0.0,9.2,020,17.0,2002
9,04,1024.6,19.8,16.9,14.7,10.4,66, 7,  0.0,9.4,040,10.5,2002
9,05,1021.8,21.2,18.0,15.0, 8.4,55,15,  0.0,9.4,020,4.9,2002
9,06,1022.3,20.8,18.5,16.8,13.5,73,18,  0.0,9.7,040,15.6,2002
9,07,1023.2,22.2,19.2,16.5,13.2,69, 6,  0.0,8.3,070,4.1,2002
9,08,1025.1,19.8,18.3,17.3,11.2,64, 8,  0.0,8.6,060,28.5,2002
9,09,1024.7,17.8,17.0,15.7,12.5,75,32,  0.0,9.0,060,30.1,2002
9,10,1021.2,20.8,18.1,16.0,15.1,82,57,  0.0,8.9, 090#, 2.5#,2002
9,11,1017.8,22.0,19.2,16.9,15.8,81,18,  0.0,8.4,220,4.5,2002
9,12,1017.8,22.1,20.2,18.6,17.4,84,84,  0.0,1.6,030,13.4,2002
9,13,1016.9,23.7,21.5,19.7,17.8,80,82,  0.0,5.1,040,18.3,2002
9,14,1014.7,22.7,21.2,20.0,18.4,84,89,  1.7,0.4,040,18.5,2002
9,15,1014.3,20.2,19.7,18.9,18.5,93,98,  1.0,0.0, 030#, 23.6#,2002
9,16,1014.1,24.7,21.6,19.9,19.5,88,56,  0.0,7.2,030,9.0,2002
9,17,1013.2,23.6,20.6,18.4,18.7,89,47,Trace,7.6,070,12.0,2002
9,18,1014.0,20.5,19.6,18.8,18.0,90,92,  1.9,0.2,040,25.6,2002
9,19,1017.4,19.6,17.5,16.8,15.6,89,92,  0.5,0.0,030,22.8,2002
9,20,1020.0,17.5,15.8,12.2,12.5,80,93,  0.0,0.0,010,23.9,2002
9,21,1022.3,15.7,12.9, 9.5, 4.4,57, 4,  0.0,9.9,360,29.0,2002
9,22,1023.0,16.6,14.3,11.7, 6.3,59,45,  0.0,8.5,010,22.4,2002
9,23,1023.1,17.0,15.8,14.2, 8.8,63,60,  0.0,7.5,070,32.0,2002
9,24,1020.0,17.2,16.3,15.5,11.9,76,92,  0.0,0.0,070,39.6,2002
9,25,1016.0,18.0,16.5,14.7,14.5,88,100,  0.2,0.0,070,25.4,2002
9,26,1017.6,15.5,14.2,12.4,11.6,85,95, 13.7,0.2,360,20.0,2002
9,27,1020.8,13.3,12.2,11.0,11.0,93,99,  6.0,0.0,010,23.3,2002
9,28,1023.4,13.4,12.6,11.5,10.0,84,96,Trace,0.0,010,22.1,2002
10,01,1020.9,22.5,18.9,16.4,11.5,63,23,  0.0,8.6,040,7.2,2002
10,02,1025.4,20.0,18.1,16.4, 7.6,51, 8,  0.0,9.0,050,21.7,2002
10,03,1025.7,18.8,16.4,14.3, 7.4,55,14,  0.0,9.2,020,17.0,2002
10,04,1024.6,19.8,16.9,14.7,10.4,66, 7,  0.0,9.4,040,10.5,2002
10,05,1021.8,21.2,18.0,15.0, 8.4,55,15,  0.0,9.4,020,4.9,2002
10,06,1022.3,20.8,18.5,16.8,13.5,73,18,  0.0,9.7,040,15.6,2002
10,07,1023.2,22.2,19.2,16.5,13.2,69, 6,  0.0,8.3,070,4.1,2002
10,08,1025.1,19.8,18.3,17.3,11.2,64, 8,  0.0,8.6,060,28.5,2002
10,09,1024.7,17.8,17.0,15.7,12.5,75,32,  0.0,9.0,060,30.1,2002
10,10,1021.2,20.8,18.1,16.0,15.1,82,57,  0.0,8.9, 090#, 2.5#,2002
10,11,1017.8,22.0,19.2,16.9,15.8,81,18,  0.0,8.4,220,4.5,2002
10,12,1017.8,22.1,20.2,18.6,17.4,84,84,  0.0,1.6,030,13.4,2002
10,13,1016.9,23.7,21.5,19.7,17.8,80,82,  0.0,5.1,040,18.3,2002
10,14,1014.7,22.7,21.2,20.0,18.4,84,89,  1.7,0.4,040,18.5,2002
10,15,1014.3,20.2,19.7,18.9,18.5,93,98,  1.0,0.0, 030#, 23.6#,2002
10,16,1014.1,24.7,21.6,19.9,19.5,88,56,  0.0,7.2,030,9.0,2002
10,17,1013.2,23.6,20.6,18.4,18.7,89,47,Trace,7.6,070,12.0,2002
10,18,1014.0,20.5,19.6,18.8,18.0,90,92,  1.9,0.2,040,25.6,2002
10,19,1017.4,19.6,17.5,16.8,15.6,89,92,  0.5,0.0,030,22.8,2002
10,20,1020.0,17.5,15.8,12.2,12.5,80,93,  0.0,0.0,010,23.9,2002
10,21,1022.3,15.7,12.9, 9.5, 4.4,57, 4,  0.0,9.9,360,29.0,2002
10,22,1023.0,16.6,14.3,11.7, 6.3,59,45,  0.0,8.5,010,22.4,2002
10,23,1023.1,17.0,15.8,14.2, 8.8,63,60,  0.0,7.5,070,32.0,2002
10,24,1020.0,17.2,16.3,15.5,11.9,76,92,  0.0,0.0,070,39.6,2002
10,25,1016.0,18.0,16.5,14.7,14.5,88,100,  0.2,0.0,070,25.4,2002
10,26,1017.6,15.5,14.2,12.4,11.6,85,95, 13.7,0.2,360,20.0,2002
10,27,1020.8,13.3,12.2,11.0,11.0,93,99,  6.0,0.0,010,23.3,2002
10,28,1023.4,13.4,12.6,11.5,10.0,84,96,Trace,0.0,010,22.1,2002
10,29,1025.6,15.8,13.8,11.9, 9.5,76,90,Trace,0.0,010,23.3,2002
11,01,1020.9,22.5,18.9,16.4,11.5,63,23,  0.0,8.6,040,7.2,2002
11,02,1025.4,20.0,18.1,16.4, 7.6,51, 8,  0.0,9.0,050,21.7,2002
11,03,1025.7,18.8,16.4,14.3, 7.4,55,14,  0.0,9.2,020,17.0,2002
11,04,1024.6,19.8,16.9,14.7,10.4,66, 7,  0.0,9.4,040,10.5,2002
11,05,1021.8,21.2,18.0,15.0, 8.4,55,15,  0.0,9.4,020,4.9,2002
11,06,1022.3,20.8,18.5,16.8,13.5,73,18,  0.0,9.7,040,15.6,2002
11,07,1023.2,22.2,19.2,16.5,13.2,69, 6,  0.0,8.3,070,4.1,2002
11,08,1025.1,19.8,18.3,17.3,11.2,64, 8,  0.0,8.6,060,28.5,2002
11,09,1024.7,17.8,17.0,15.7,12.5,75,32,  0.0,9.0,060,30.1,2002
11,10,1021.2,20.8,18.1,16.0,15.1,82,57,  0.0,8.9, 090#, 2.5#,2002
11,11,1017.8,22.0,19.2,16.9,15.8,81,18,  0.0,8.4,220,4.5,2002
11,12,1017.8,22.1,20.2,18.6,17.4,84,84,  0.0,1.6,030,13.4,2002
11,13,1016.9,23.7,21.5,19.7,17.8,80,82,  0.0,5.1,040,18.3,2002
11,14,1014.7,22.7,21.2,20.0,18.4,84,89,  1.7,0.4,040,18.5,2002
11,15,1014.3,20.2,19.7,18.9,18.5,93,98,  1.0,0.0, 030#, 23.6#,2002
11,16,1014.1,24.7,21.6,19.9,19.5,88,56,  0.0,7.2,030,9.0,2002
11,17,1013.2,23.6,20.6,18.4,18.7,89,47,Trace,7.6,070,12.0,2002
11,18,1014.0,20.5,19.6,18.8,18.0,90,92,  1.9,0.2,040,25.6,2002
11,19,1017.4,19.6,17.5,16.8,15.6,89,92,  0.5,0.0,030,22.8,2002
11,20,1020.0,17.5,15.8,12.2,12.5,80,93,  0.0,0.0,010,23.9,2002
11,21,1022.3,15.7,12.9, 9.5, 4.4,57, 4,  0.0,9.9,360,29.0,2002
11,22,1023.0,16.6,14.3,11.7, 6.3,59,45,  0.0,8.5,010,22.4,2002
11,23,1023.1,17.0,15.8,14.2, 8.8,63,60,  0.0,7.5,070,32.0,2002
11,24,1020.0,17.2,16.3,15.5,11.9,76,92,  0.0,0.0,070,39.6,2002
11,25,1016.0,18.0,16.5,14.7,14.5,88,100,  0.2,0.0,070,25.4,2002
11,26,1017.6,15.5,14.2,12.4,11.6,85,95, 13.7,0.2,360,20.0,2002
11,27,1020.8,13.3,12.2,11.0,11.0,93,99,  6.0,0.0,010,23.3,2002
11,28,1023.4,13.4,12.6,11.5,10.0,84,96,Trace,0.0,010,22.1,2002
12,01,1020.9,22.5,18.9,16.4,11.5,63,23,  0.0,8.6,040,7.2,2002
12,02,1025.4,20.0,18.1,16.4, 7.6,51, 8,  0.0,9.0,050,21.7,2002
12,03,1025.7,18.8,16.4,14.3, 7.4,55,14,  0.0,9.2,020,17.0,2002
12,04,1024.6,19.8,16.9,14.7,10.4,66, 7,  0.0,9.4,040,10.5,2002
12,05,1021.8,21.2,18.0,15.0, 8.4,55,15,  0.0,9.4,020,4.9,2002
12,06,1022.3,20.8,18.5,16.8,13.5,73,18,  0.0,9.7,040,15.6,2002
12,07,1023.2,22.2,19.2,16.5,13.2,69, 6,  0.0,8.3,070,4.1,2002
12,08,1025.1,19.8,18.3,17.3,11.2,64, 8,  0.0,8.6,060,28.5,2002
12,09,1024.7,17.8,17.0,15.7,12.5,75,32,  0.0,9.0,060,30.1,2002
12,10,1021.2,20.8,18.1,16.0,15.1,82,57,  0.0,8.9, 090#, 2.5#,2002
12,11,1017.8,22.0,19.2,16.9,15.8,81,18,  0.0,8.4,220,4.5,2002
12,12,1017.8,22.1,20.2,18.6,17.4,84,84,  0.0,1.6,030,13.4,2002
12,13,1016.9,23.7,21.5,19.7,17.8,80,82,  0.0,5.1,040,18.3,2002
12,14,1014.7,22.7,21.2,20.0,18.4,84,89,  1.7,0.4,040,18.5,2002
12,15,1014.3,20.2,19.7,18.9,18.5,93,98,  1.0,0.0, 030#, 23.6#,2002
12,16,1014.1,24.7,21.6,19.9,19.5,88,56,  0.0,7.2,030,9.0,2002
12,17,1013.2,23.6,20.6,18.4,18.7,89,47,Trace,7.6,070,12.0,2002
12,18,1014.0,20.5,19.6,18.8,18.0,90,92,  1.9,0.2,040,25.6,2002
12,19,1017.4,19.6,17.5,16.8,15.6,89,92,  0.5,0.0,030,22.8,2002
12,20,1020.0,17.5,15.8,12.2,12.5,80,93,  0.0,0.0,010,23.9,2002
12,21,1022.3,15.7,12.9, 9.5, 4.4,57, 4,  0.0,9.9,360,29.0,2002
12,22,1023.0,16.6,14.3,11.7, 6.3,59,45,  0.0,8.5,010,22.4,2002
12,23,1023.1,17.0,15.8,14.2, 8.8,63,60,  0.0,7.5,070,32.0,2002
12,24,1020.0,17.2,16.3,15.5,11.9,76,92,  0.0,0.0,070,39.6,2002
